Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare-at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Collection
shopify-import-0087,AeroWear Compact Tablets 747S30,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",AeroWear,Electronics,"AeroWear, Electronics",true,Title,Default Title,,,,,shopify-import-0087,2487,shopify,185,deny,manual,173.24,,true,true,,,,Tablets
shopify-import-0088,UrbanEdge Essential Headphones 391G68,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",UrbanEdge,Electronics,"UrbanEdge, Electronics",true,Title,Default Title,,,,,shopify-import-0088,304,shopify,192,deny,manual,655.90,,true,true,,,,Headphones
shopify-import-0089,LumenCraft Pro Kitchen Appliances 709C48,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",LumenCraft,Home & Garden,"LumenCraft, Home and Garden",true,Title,Default Title,,,,,shopify-import-0089,738,shopify,211,deny,manual,182.77,,true,true,,,,Kitchen Appliances
shopify-import-0090,MapleCrest Smart Bedding 592K11,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",MapleCrest,Home & Garden,"MapleCrest, Home and Garden",true,Title,Default Title,,,,,shopify-import-0090,1451,shopify,220,deny,manual,129.44,,true,true,,,,Bedding
shopify-import-0091,UnitySpark Signature Bathroom Accessories 670O56,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",UnitySpark,Home & Garden,"UnitySpark, Home and Garden",true,Title,Default Title,,,,,shopify-import-0091,1173,shopify,25,deny,manual,14.81,,true,true,,,,Bathroom Accessories
shopify-import-0092,StoneBridge Modern Lighting 440V99,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",StoneBridge,Home & Garden,"StoneBridge, Home and Garden",true,Title,Default Title,,,,,shopify-import-0092,1718,shopify,173,deny,manual,35.10,,true,true,,,,Lighting
shopify-import-0093,ZenFit Eco Camping Gear 887Q16,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",ZenFit,Sports & Outdoors,"ZenFit, Sports and Outdoors",true,Title,Default Title,,,,,shopify-import-0093,1689,shopify,197,deny,manual,114.87,,true,true,,,,Camping Gear
shopify-import-0094,MapleCrest Modern Cycling 721O78,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",MapleCrest,Sports & Outdoors,"MapleCrest, Sports and Outdoors",true,Title,Default Title,,,,,shopify-import-0094,1436,shopify,244,deny,manual,50.46,,true,true,,,,Cycling
shopify-import-0095,UrbanEdge Compact Fitness Equipment 512C74,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",UrbanEdge,Sports & Outdoors,"UrbanEdge, Sports and Outdoors",true,Title,Default Title,,,,,shopify-import-0095,773,shopify,57,deny,manual,48.17,,true,true,,,,Fitness Equipment
shopify-import-0096,NorthPeak Daily Team Sports 882M43,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",NorthPeak,Sports & Outdoors,"NorthPeak, Sports and Outdoors",true,Title,Default Title,,,,,shopify-import-0096,1080,shopify,183,deny,manual,133.45,,true,true,,,,Team Sports
shopify-import-0097,VelvetArc Active Skincare 163Q69,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",VelvetArc,Beauty & Personal Care,"VelvetArc, Beauty and Personal Care",true,Title,Default Title,,,,,shopify-import-0097,392,shopify,141,deny,manual,186.60,,true,true,,,,Skincare
shopify-import-0098,TrueForm Studio Makeup 660N54,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",TrueForm,Beauty & Personal Care,"TrueForm, Beauty and Personal Care",true,Title,Default Title,,,,,shopify-import-0098,1296,shopify,96,deny,manual,153.52,,true,true,,,,Makeup
shopify-import-0099,ZenFit Smart Hair Care 589C96,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",ZenFit,Beauty & Personal Care,"ZenFit, Beauty and Personal Care",true,Title,Default Title,,,,,shopify-import-0099,1587,shopify,248,deny,manual,222.24,,true,true,,,,Hair Care
shopify-import-0100,PeakFlow Smart Fragrances 560N86,"<p>This is a simple product.</p><p>Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.</p>",PeakFlow,Beauty & Personal Care,"PeakFlow, Beauty and Personal Care",true,Title,Default Title,,,,,shopify-import-0100,1617,shopify,98,deny,manual,23.91,,true,true,,,,Fragrances
